,trial,N,cm_count,rounds_played,adoption_established,adoption_alternative,adoption_other
56,0,1000,241,56,0.00130548302872,0.998694516971,0.0
57,0,1000,241,57,0.0013037809648,0.998696219035,0.0
58,0,1000,241,58,0.00132100396301,0.998678996037,0.0
59,0,1000,241,59,0.0,1.0,0.0
60,0,1000,241,60,0.0,1.0,0.0
61,0,1000,241,61,0.0,1.0,0.0
62,0,1000,241,62,0.0,1.0,0.0
63,0,1000,241,63,0.0,1.0,0.0
64,0,1000,241,64,0.0,1.0,0.0
65,0,1000,241,65,0.0,1.0,0.0
66,0,1000,241,66,0.0,1.0,0.0
67,0,1000,241,67,0.0,1.0,0.0
68,0,1000,241,68,0.0,1.0,0.0
69,0,1000,241,69,0.0,1.0,0.0
70,0,1000,241,70,0.0,1.0,0.0
71,0,1000,241,71,0.0,1.0,0.0
72,0,1000,241,72,0.0,1.0,0.0
73,0,1000,241,73,0.0,1.0,0.0
74,0,1000,241,74,0.0,1.0,0.0
75,0,1000,241,75,0.0,1.0,0.0
76,0,1000,241,76,0.0,1.0,0.0
77,0,1000,241,77,0.0,1.0,0.0
78,0,1000,241,78,0.0,1.0,0.0
79,0,1000,241,79,0.0,1.0,0.0
80,0,1000,241,80,0.0,1.0,0.0
81,0,1000,241,81,0.0,1.0,0.0
82,0,1000,241,82,0.0,1.0,0.0
83,0,1000,241,83,0.0,1.0,0.0
84,0,1000,241,84,0.0,1.0,0.0
85,0,1000,241,85,0.0,1.0,0.0
86,0,1000,241,86,0.0,1.0,0.0
87,0,1000,241,87,0.0,1.0,0.0
88,0,1000,241,88,0.0,1.0,0.0
89,0,1000,241,89,0.0,1.0,0.0
90,0,1000,241,90,0.0,1.0,0.0
91,0,1000,241,91,0.0,1.0,0.0
92,0,1000,241,92,0.0,1.0,0.0
93,0,1000,241,93,0.0,1.0,0.0
94,0,1000,241,94,0.0,1.0,0.0
95,0,1000,241,95,0.0,1.0,0.0
96,0,1000,241,96,0.0,1.0,0.0
97,0,1000,241,97,0.0,1.0,0.0
98,0,1000,241,98,0.0,1.0,0.0
99,0,1000,241,99,0.0,1.0,0.0
100,0,1000,241,100,0.0,1.0,0.0
101,0,1000,241,101,0.0,1.0,0.0
102,0,1000,241,102,0.0,1.0,0.0
103,0,1000,241,103,0.0,1.0,0.0
104,0,1000,241,104,0.0,1.0,0.0
105,0,1000,241,105,0.0,1.0,0.0
106,0,1000,241,106,0.0,1.0,0.0
107,0,1000,241,107,0.0,1.0,0.0
108,0,1000,241,108,0.0,1.0,0.0
109,0,1000,241,109,0.0,1.0,0.0
110,0,1000,241,110,0.0,1.0,0.0
111,0,1000,241,111,0.0,1.0,0.0
112,0,1000,241,112,0.0,1.0,0.0
113,0,1000,241,113,0.0,1.0,0.0
114,0,1000,241,114,0.0,1.0,0.0
115,0,1000,241,115,0.0,1.0,0.0
116,0,1000,241,116,0.0,1.0,0.0
117,0,1000,241,117,0.0,1.0,0.0
118,0,1000,241,118,0.0,1.0,0.0
119,0,1000,241,119,0.0,1.0,0.0
120,0,1000,241,120,0.0,1.0,0.0
121,0,1000,241,121,0.0,1.0,0.0
122,0,1000,241,122,0.0,1.0,0.0
123,0,1000,241,123,0.0,1.0,0.0
124,0,1000,241,124,0.0,1.0,0.0
125,0,1000,241,125,0.0,1.0,0.0
126,0,1000,241,126,0.0,1.0,0.0
127,0,1000,241,127,0.0,1.0,0.0
128,0,1000,241,128,0.0,1.0,0.0
129,0,1000,241,129,0.0,1.0,0.0
130,0,1000,241,130,0.0,1.0,0.0
131,0,1000,241,131,0.0,1.0,0.0
132,0,1000,241,132,0.0,1.0,0.0
133,0,1000,241,133,0.0,1.0,0.0
134,0,1000,241,134,0.0,1.0,0.0
135,0,1000,241,135,0.0,1.0,0.0
136,0,1000,241,136,0.0,1.0,0.0
137,0,1000,241,137,0.0,1.0,0.0
138,0,1000,241,138,0.0,1.0,0.0
139,0,1000,241,139,0.0,1.0,0.0
140,0,1000,241,140,0.0,1.0,0.0
141,0,1000,241,141,0.0,1.0,0.0
142,0,1000,241,142,0.0,1.0,0.0
143,0,1000,241,143,0.0,1.0,0.0
144,0,1000,241,144,0.0,1.0,0.0
145,0,1000,241,145,0.0,1.0,0.0
146,0,1000,241,146,0.0,1.0,0.0
147,0,1000,241,147,0.0,1.0,0.0
148,0,1000,241,148,0.0,1.0,0.0
149,0,1000,241,149,0.0,1.0,0.0
150,0,1000,241,150,0.0,1.0,0.0
151,0,1000,241,151,0.0,1.0,0.0
152,0,1000,241,152,0.0,1.0,0.0
153,0,1000,241,153,0.0,1.0,0.0
154,0,1000,241,154,0.0,1.0,0.0
155,0,1000,241,155,0.0,1.0,0.0
156,0,1000,241,156,0.0,1.0,0.0
157,0,1000,241,157,0.0,1.0,0.0
158,0,1000,241,158,0.0,1.0,0.0
159,0,1000,241,159,0.0,1.0,0.0
160,0,1000,241,160,0.0,1.0,0.0
161,0,1000,241,161,0.0,1.0,0.0
162,0,1000,241,162,0.0,1.0,0.0
163,0,1000,241,163,0.0,1.0,0.0
164,0,1000,241,164,0.0,1.0,0.0
165,0,1000,241,165,0.0,1.0,0.0
166,0,1000,241,166,0.0,1.0,0.0
167,0,1000,241,167,0.0,1.0,0.0
168,0,1000,241,168,0.0,1.0,0.0
169,0,1000,241,169,0.0,1.0,0.0
170,0,1000,241,170,0.0,1.0,0.0
171,0,1000,241,171,0.0,1.0,0.0
172,0,1000,241,172,0.0,1.0,0.0
173,0,1000,241,173,0.0,1.0,0.0
174,0,1000,241,174,0.0,1.0,0.0
175,0,1000,241,175,0.0,1.0,0.0
176,0,1000,241,176,0.0,1.0,0.0
177,0,1000,241,177,0.0,1.0,0.0
178,0,1000,241,178,0.0,1.0,0.0
179,0,1000,241,179,0.0,1.0,0.0
180,0,1000,241,180,0.0,1.0,0.0
181,0,1000,241,181,0.0,1.0,0.0
182,0,1000,241,182,0.0,1.0,0.0
183,0,1000,241,183,0.0,1.0,0.0
184,0,1000,241,184,0.0,1.0,0.0
185,0,1000,241,185,0.0,1.0,0.0
186,0,1000,241,186,0.0,1.0,0.0
187,0,1000,241,187,0.0,1.0,0.0
188,0,1000,241,188,0.0,1.0,0.0
189,0,1000,241,189,0.0,1.0,0.0
190,0,1000,241,190,0.0,1.0,0.0
191,0,1000,241,191,0.0,1.0,0.0
192,0,1000,241,192,0.0,1.0,0.0
193,0,1000,241,193,0.0,1.0,0.0
194,0,1000,241,194,0.0,1.0,0.0
195,0,1000,241,195,0.0,1.0,0.0
196,0,1000,241,196,0.0,1.0,0.0
197,0,1000,241,197,0.0,1.0,0.0
198,0,1000,241,198,0.0,1.0,0.0
199,0,1000,241,199,0.0,1.0,0.0
200,0,1000,241,200,0.0,1.0,0.0
201,0,1000,241,201,0.0,1.0,0.0
202,0,1000,241,202,0.0,1.0,0.0
203,0,1000,241,203,0.0,1.0,0.0
204,0,1000,241,204,0.0,1.0,0.0
205,0,1000,241,205,0.0,1.0,0.0
206,0,1000,241,206,0.0,1.0,0.0
207,0,1000,241,207,0.0,1.0,0.0
208,0,1000,241,208,0.0,1.0,0.0
209,0,1000,241,209,0.0,1.0,0.0
210,0,1000,241,210,0.0,1.0,0.0
211,0,1000,241,211,0.0,1.0,0.0
212,0,1000,241,212,0.0,1.0,0.0
213,0,1000,241,213,0.0,1.0,0.0
214,0,1000,241,214,0.0,1.0,0.0
215,0,1000,241,215,0.0,1.0,0.0
216,0,1000,241,216,0.0,1.0,0.0
217,0,1000,241,217,0.0,1.0,0.0
218,0,1000,241,218,0.0,1.0,0.0
219,0,1000,241,219,0.0,1.0,0.0
220,0,1000,241,220,0.0,1.0,0.0
221,0,1000,241,221,0.0,1.0,0.0
222,0,1000,241,222,0.0,1.0,0.0
223,0,1000,241,223,0.0,1.0,0.0
224,0,1000,241,224,0.0,1.0,0.0
225,0,1000,241,225,0.0,1.0,0.0
226,0,1000,241,226,0.0,1.0,0.0
227,0,1000,241,227,0.0,1.0,0.0
228,0,1000,241,228,0.0,1.0,0.0
229,0,1000,241,229,0.0,1.0,0.0
230,0,1000,241,230,0.0,1.0,0.0
231,0,1000,241,231,0.0,1.0,0.0
232,0,1000,241,232,0.0,1.0,0.0
233,0,1000,241,233,0.0,1.0,0.0
234,0,1000,241,234,0.0,1.0,0.0
235,0,1000,241,235,0.0,1.0,0.0
236,0,1000,241,236,0.0,1.0,0.0
237,0,1000,241,237,0.0,1.0,0.0
238,0,1000,241,238,0.0,1.0,0.0
239,0,1000,241,239,0.0,1.0,0.0
240,0,1000,241,240,0.0,1.0,0.0
241,0,1000,241,241,0.0,1.0,0.0
242,0,1000,241,242,0.0,1.0,0.0
243,0,1000,241,243,0.0,1.0,0.0
244,0,1000,241,244,0.0,1.0,0.0
245,0,1000,241,245,0.0,1.0,0.0
246,0,1000,241,246,0.0,1.0,0.0
247,0,1000,241,247,0.0,1.0,0.0
248,0,1000,241,248,0.0,1.0,0.0
249,0,1000,241,249,0.0,1.0,0.0
250,0,1000,241,250,0.0,1.0,0.0
251,0,1000,241,251,0.0,1.0,0.0
252,0,1000,241,252,0.0,1.0,0.0
253,0,1000,241,253,0.0,1.0,0.0
254,0,1000,241,254,0.0,1.0,0.0
255,0,1000,241,255,0.0,1.0,0.0
256,0,1000,241,256,0.0,1.0,0.0
257,0,1000,241,257,0.0,1.0,0.0
258,0,1000,241,258,0.0,1.0,0.0
259,0,1000,241,259,0.0,1.0,0.0
260,0,1000,241,260,0.0,1.0,0.0
261,0,1000,241,261,0.0,1.0,0.0
262,0,1000,241,262,0.0,1.0,0.0
263,0,1000,241,263,0.0,1.0,0.0
264,0,1000,241,264,0.0,1.0,0.0
265,0,1000,241,265,0.0,1.0,0.0
266,0,1000,241,266,0.0,1.0,0.0
267,0,1000,241,267,0.0,1.0,0.0
268,0,1000,241,268,0.0,1.0,0.0
269,0,1000,241,269,0.0,1.0,0.0
270,0,1000,241,270,0.0,1.0,0.0
271,0,1000,241,271,0.0,1.0,0.0
272,0,1000,241,272,0.0,1.0,0.0
273,0,1000,241,273,0.0,1.0,0.0
274,0,1000,241,274,0.0,1.0,0.0
275,0,1000,241,275,0.0,1.0,0.0
276,0,1000,241,276,0.0,1.0,0.0
277,0,1000,241,277,0.0,1.0,0.0
278,0,1000,241,278,0.0,1.0,0.0
279,0,1000,241,279,0.0,1.0,0.0
280,0,1000,241,280,0.0,1.0,0.0
281,0,1000,241,281,0.0,1.0,0.0
282,0,1000,241,282,0.0,1.0,0.0
283,0,1000,241,283,0.0,1.0,0.0
284,0,1000,241,284,0.0,1.0,0.0
285,0,1000,241,285,0.0,1.0,0.0
286,0,1000,241,286,0.0,1.0,0.0
287,0,1000,241,287,0.0,1.0,0.0
288,0,1000,241,288,0.0,1.0,0.0
289,0,1000,241,289,0.0,1.0,0.0
290,0,1000,241,290,0.0,1.0,0.0
291,0,1000,241,291,0.0,1.0,0.0
292,0,1000,241,292,0.0,1.0,0.0
293,0,1000,241,293,0.0,1.0,0.0
294,0,1000,241,294,0.0,1.0,0.0
295,0,1000,241,295,0.0,1.0,0.0
296,0,1000,241,296,0.0,1.0,0.0
297,0,1000,241,297,0.0,1.0,0.0
298,0,1000,241,298,0.0,1.0,0.0
299,0,1000,241,299,0.0,1.0,0.0
300,0,1000,241,300,0.0,1.0,0.0
301,0,1000,241,301,0.0,1.0,0.0
302,0,1000,241,302,0.0,1.0,0.0
303,0,1000,241,303,0.0,1.0,0.0
304,0,1000,241,304,0.0,1.0,0.0
305,0,1000,241,305,0.0,1.0,0.0
306,0,1000,241,306,0.0,1.0,0.0
307,0,1000,241,307,0.0,1.0,0.0
308,0,1000,241,308,0.0,1.0,0.0
309,0,1000,241,309,0.0,1.0,0.0
310,0,1000,241,310,0.0,1.0,0.0
311,0,1000,241,311,0.0,1.0,0.0
312,0,1000,241,312,0.0,1.0,0.0
313,0,1000,241,313,0.0,1.0,0.0
314,0,1000,241,314,0.0,1.0,0.0
315,0,1000,241,315,0.0,1.0,0.0
316,0,1000,241,316,0.0,1.0,0.0
317,0,1000,241,317,0.0,1.0,0.0
318,0,1000,241,318,0.0,1.0,0.0
319,0,1000,241,319,0.0,1.0,0.0
320,0,1000,241,320,0.0,1.0,0.0
321,0,1000,241,321,0.0,1.0,0.0
322,0,1000,241,322,0.0,1.0,0.0
323,0,1000,241,323,0.0,1.0,0.0
324,0,1000,241,324,0.0,1.0,0.0
325,0,1000,241,325,0.0,1.0,0.0
326,0,1000,241,326,0.0,1.0,0.0
327,0,1000,241,327,0.0,1.0,0.0
328,0,1000,241,328,0.0,1.0,0.0
329,0,1000,241,329,0.0,1.0,0.0
330,0,1000,241,330,0.0,1.0,0.0
331,0,1000,241,331,0.0,1.0,0.0
332,0,1000,241,332,0.0,1.0,0.0
333,0,1000,241,333,0.0,1.0,0.0
334,0,1000,241,334,0.0,1.0,0.0
335,0,1000,241,335,0.0,1.0,0.0
336,0,1000,241,336,0.0,1.0,0.0
337,0,1000,241,337,0.0,1.0,0.0
338,0,1000,241,338,0.0,1.0,0.0
339,0,1000,241,339,0.0,1.0,0.0
340,0,1000,241,340,0.0,1.0,0.0
341,0,1000,241,341,0.0,1.0,0.0
342,0,1000,241,342,0.0,1.0,0.0
343,0,1000,241,343,0.0,1.0,0.0
344,0,1000,241,344,0.0,1.0,0.0
345,0,1000,241,345,0.0,1.0,0.0
346,0,1000,241,346,0.0,1.0,0.0
347,0,1000,241,347,0.0,1.0,0.0
348,0,1000,241,348,0.0,1.0,0.0
349,0,1000,241,349,0.0,1.0,0.0
350,0,1000,241,350,0.0,1.0,0.0
351,0,1000,241,351,0.0,1.0,0.0
352,0,1000,241,352,0.0,1.0,0.0
353,0,1000,241,353,0.0,1.0,0.0
354,0,1000,241,354,0.0,1.0,0.0
355,0,1000,241,355,0.0,1.0,0.0
356,0,1000,241,356,0.0,1.0,0.0
357,0,1000,241,357,0.0,1.0,0.0
358,0,1000,241,358,0.0,1.0,0.0
359,0,1000,241,359,0.0,1.0,0.0
360,0,1000,241,360,0.0,1.0,0.0
361,0,1000,241,361,0.0,1.0,0.0
362,0,1000,241,362,0.0,1.0,0.0
363,0,1000,241,363,0.0,1.0,0.0
364,0,1000,241,364,0.0,1.0,0.0
365,0,1000,241,365,0.0,1.0,0.0
366,0,1000,241,366,0.0,1.0,0.0
367,0,1000,241,367,0.0,1.0,0.0
368,0,1000,241,368,0.0,1.0,0.0
369,0,1000,241,369,0.0,1.0,0.0
370,0,1000,241,370,0.0,1.0,0.0
371,0,1000,241,371,0.0,1.0,0.0
372,0,1000,241,372,0.0,1.0,0.0
373,0,1000,241,373,0.0,1.0,0.0
374,0,1000,241,374,0.0,1.0,0.0
375,0,1000,241,375,0.0,1.0,0.0
376,0,1000,241,376,0.0,1.0,0.0
377,0,1000,241,377,0.0,1.0,0.0
378,0,1000,241,378,0.0,1.0,0.0
379,0,1000,241,379,0.0,1.0,0.0
380,0,1000,241,380,0.0,1.0,0.0
381,0,1000,241,381,0.0,1.0,0.0
382,0,1000,241,382,0.0,1.0,0.0
383,0,1000,241,383,0.0,1.0,0.0
384,0,1000,241,384,0.0,1.0,0.0
385,0,1000,241,385,0.0,1.0,0.0
386,0,1000,241,386,0.0,1.0,0.0
387,0,1000,241,387,0.0,1.0,0.0
388,0,1000,241,388,0.0,1.0,0.0
389,0,1000,241,389,0.0,1.0,0.0
390,0,1000,241,390,0.0,1.0,0.0
391,0,1000,241,391,0.0,1.0,0.0
392,0,1000,241,392,0.0,1.0,0.0
393,0,1000,241,393,0.0,1.0,0.0
394,0,1000,241,394,0.0,1.0,0.0
395,0,1000,241,395,0.0,1.0,0.0
396,0,1000,241,396,0.0,1.0,0.0
397,0,1000,241,397,0.0,1.0,0.0
398,0,1000,241,398,0.0,1.0,0.0
399,0,1000,241,399,0.0,1.0,0.0
400,0,1000,241,400,0.0,1.0,0.0
401,0,1000,241,401,0.0,1.0,0.0
402,0,1000,241,402,0.0,1.0,0.0
403,0,1000,241,403,0.0,1.0,0.0
404,0,1000,241,404,0.0,1.0,0.0
405,0,1000,241,405,0.0,1.0,0.0
406,0,1000,241,406,0.0,1.0,0.0
407,0,1000,241,407,0.0,1.0,0.0
408,0,1000,241,408,0.0,1.0,0.0
409,0,1000,241,409,0.0,1.0,0.0
410,0,1000,241,410,0.0,1.0,0.0
411,0,1000,241,411,0.0,1.0,0.0
412,0,1000,241,412,0.0,1.0,0.0
413,0,1000,241,413,0.0,1.0,0.0
414,0,1000,241,414,0.0,1.0,0.0
415,0,1000,241,415,0.0,1.0,0.0
416,0,1000,241,416,0.0,1.0,0.0
417,0,1000,241,417,0.0,1.0,0.0
418,0,1000,241,418,0.0,1.0,0.0
419,0,1000,241,419,0.0,1.0,0.0
420,0,1000,241,420,0.0,1.0,0.0
421,0,1000,241,421,0.0,1.0,0.0
422,0,1000,241,422,0.0,1.0,0.0
423,0,1000,241,423,0.0,1.0,0.0
424,0,1000,241,424,0.0,1.0,0.0
425,0,1000,241,425,0.0,1.0,0.0
426,0,1000,241,426,0.0,1.0,0.0
427,0,1000,241,427,0.0,1.0,0.0
428,0,1000,241,428,0.0,1.0,0.0
429,0,1000,241,429,0.0,1.0,0.0
430,0,1000,241,430,0.0,1.0,0.0
431,0,1000,241,431,0.0,1.0,0.0
432,0,1000,241,432,0.0,1.0,0.0
433,0,1000,241,433,0.0,1.0,0.0
434,0,1000,241,434,0.0,1.0,0.0
435,0,1000,241,435,0.0,1.0,0.0
436,0,1000,241,436,0.0,1.0,0.0
437,0,1000,241,437,0.0,1.0,0.0
438,0,1000,241,438,0.0,1.0,0.0
439,0,1000,241,439,0.0,1.0,0.0
440,0,1000,241,440,0.0,1.0,0.0
441,0,1000,241,441,0.0,1.0,0.0
442,0,1000,241,442,0.0,1.0,0.0
443,0,1000,241,443,0.0,1.0,0.0
444,0,1000,241,444,0.0,1.0,0.0
445,0,1000,241,445,0.0,1.0,0.0
446,0,1000,241,446,0.0,1.0,0.0
447,0,1000,241,447,0.0,1.0,0.0
448,0,1000,241,448,0.0,1.0,0.0
449,0,1000,241,449,0.0,1.0,0.0
450,0,1000,241,450,0.0,1.0,0.0
451,0,1000,241,451,0.0,1.0,0.0
452,0,1000,241,452,0.0,1.0,0.0
453,0,1000,241,453,0.0,1.0,0.0
454,0,1000,241,454,0.0,1.0,0.0
455,0,1000,241,455,0.0,1.0,0.0
456,0,1000,241,456,0.0,1.0,0.0
457,0,1000,241,457,0.0,1.0,0.0
458,0,1000,241,458,0.0,1.0,0.0
459,0,1000,241,459,0.0,1.0,0.0
460,0,1000,241,460,0.0,1.0,0.0
461,0,1000,241,461,0.0,1.0,0.0
462,0,1000,241,462,0.0,1.0,0.0
463,0,1000,241,463,0.0,1.0,0.0
464,0,1000,241,464,0.0,1.0,0.0
465,0,1000,241,465,0.0,1.0,0.0
466,0,1000,241,466,0.0,1.0,0.0
467,0,1000,241,467,0.0,1.0,0.0
468,0,1000,241,468,0.0,1.0,0.0
469,0,1000,241,469,0.0,1.0,0.0
470,0,1000,241,470,0.0,1.0,0.0
471,0,1000,241,471,0.0,1.0,0.0
472,0,1000,241,472,0.0,1.0,0.0
473,0,1000,241,473,0.0,1.0,0.0
474,0,1000,241,474,0.0,1.0,0.0
475,0,1000,241,475,0.0,1.0,0.0
476,0,1000,241,476,0.0,1.0,0.0
477,0,1000,241,477,0.0,1.0,0.0
478,0,1000,241,478,0.0,1.0,0.0
479,0,1000,241,479,0.0,1.0,0.0
480,0,1000,241,480,0.0,1.0,0.0
481,0,1000,241,481,0.0,1.0,0.0
482,0,1000,241,482,0.0,1.0,0.0
483,0,1000,241,483,0.0,1.0,0.0
484,0,1000,241,484,0.0,1.0,0.0
485,0,1000,241,485,0.0,1.0,0.0
486,0,1000,241,486,0.0,1.0,0.0
487,0,1000,241,487,0.0,1.0,0.0
488,0,1000,241,488,0.0,1.0,0.0
489,0,1000,241,489,0.0,1.0,0.0
490,0,1000,241,490,0.0,1.0,0.0
491,0,1000,241,491,0.0,1.0,0.0
492,0,1000,241,492,0.0,1.0,0.0
493,0,1000,241,493,0.0,1.0,0.0
494,0,1000,241,494,0.0,1.0,0.0
495,0,1000,241,495,0.0,1.0,0.0
496,0,1000,241,496,0.0,1.0,0.0
497,0,1000,241,497,0.0,1.0,0.0
498,0,1000,241,498,0.0,1.0,0.0
499,0,1000,241,499,0.0,1.0,0.0
500,0,1000,241,500,0.0,1.0,0.0
501,0,1000,241,501,0.0,1.0,0.0
502,0,1000,241,502,0.0,1.0,0.0
503,0,1000,241,503,0.0,1.0,0.0
504,0,1000,241,504,0.0,1.0,0.0
505,0,1000,241,505,0.0,1.0,0.0
506,0,1000,241,506,0.0,1.0,0.0
507,0,1000,241,507,0.0,1.0,0.0
508,0,1000,241,508,0.0,1.0,0.0
509,0,1000,241,509,0.0,1.0,0.0
510,0,1000,241,510,0.0,1.0,0.0
511,0,1000,241,511,0.0,1.0,0.0
512,0,1000,241,512,0.0,1.0,0.0
513,0,1000,241,513,0.0,1.0,0.0
514,0,1000,241,514,0.0,1.0,0.0
515,0,1000,241,515,0.0,1.0,0.0
516,0,1000,241,516,0.0,1.0,0.0
517,0,1000,241,517,0.0,1.0,0.0
518,0,1000,241,518,0.0,1.0,0.0
519,0,1000,241,519,0.0,1.0,0.0
520,0,1000,241,520,0.0,1.0,0.0
521,0,1000,241,521,0.0,1.0,0.0
522,0,1000,241,522,0.0,1.0,0.0
523,0,1000,241,523,0.0,1.0,0.0
524,0,1000,241,524,0.0,1.0,0.0
525,0,1000,241,525,0.0,1.0,0.0
526,0,1000,241,526,0.0,1.0,0.0
527,0,1000,241,527,0.0,1.0,0.0
528,0,1000,241,528,0.0,1.0,0.0
529,0,1000,241,529,0.0,1.0,0.0
530,0,1000,241,530,0.0,1.0,0.0
531,0,1000,241,531,0.0,1.0,0.0
532,0,1000,241,532,0.0,1.0,0.0
533,0,1000,241,533,0.0,1.0,0.0
534,0,1000,241,534,0.0,1.0,0.0
535,0,1000,241,535,0.0,1.0,0.0
536,0,1000,241,536,0.0,1.0,0.0
537,0,1000,241,537,0.0,1.0,0.0
538,0,1000,241,538,0.0,1.0,0.0
539,0,1000,241,539,0.0,1.0,0.0
540,0,1000,241,540,0.0,1.0,0.0
541,0,1000,241,541,0.0,1.0,0.0
542,0,1000,241,542,0.0,1.0,0.0
543,0,1000,241,543,0.0,1.0,0.0
544,0,1000,241,544,0.0,1.0,0.0
545,0,1000,241,545,0.0,1.0,0.0
546,0,1000,241,546,0.0,1.0,0.0
547,0,1000,241,547,0.0,1.0,0.0
548,0,1000,241,548,0.0,1.0,0.0
549,0,1000,241,549,0.0,1.0,0.0
550,0,1000,241,550,0.0,1.0,0.0
551,0,1000,241,551,0.0,1.0,0.0
552,0,1000,241,552,0.0,1.0,0.0
553,0,1000,241,553,0.0,1.0,0.0
554,0,1000,241,554,0.0,1.0,0.0
555,0,1000,241,555,0.0,1.0,0.0
556,0,1000,241,556,0.0,1.0,0.0
557,0,1000,241,557,0.0,1.0,0.0
558,0,1000,241,558,0.0,1.0,0.0
559,0,1000,241,559,0.0,1.0,0.0
560,0,1000,241,560,0.0,1.0,0.0
561,0,1000,241,561,0.0,1.0,0.0
562,0,1000,241,562,0.0,1.0,0.0
563,0,1000,241,563,0.0,1.0,0.0
564,0,1000,241,564,0.0,1.0,0.0
565,0,1000,241,565,0.0,1.0,0.0
566,0,1000,241,566,0.0,1.0,0.0
567,0,1000,241,567,0.0,1.0,0.0
568,0,1000,241,568,0.0,1.0,0.0
569,0,1000,241,569,0.0,1.0,0.0
570,0,1000,241,570,0.0,1.0,0.0
571,0,1000,241,571,0.0,1.0,0.0
572,0,1000,241,572,0.0,1.0,0.0
573,0,1000,241,573,0.0,1.0,0.0
574,0,1000,241,574,0.0,1.0,0.0
575,0,1000,241,575,0.0,1.0,0.0
576,0,1000,241,576,0.0,1.0,0.0
577,0,1000,241,577,0.0,1.0,0.0
578,0,1000,241,578,0.0,1.0,0.0
579,0,1000,241,579,0.0,1.0,0.0
580,0,1000,241,580,0.0,1.0,0.0
581,0,1000,241,581,0.0,1.0,0.0
582,0,1000,241,582,0.0,1.0,0.0
583,0,1000,241,583,0.0,1.0,0.0
584,0,1000,241,584,0.0,1.0,0.0
585,0,1000,241,585,0.0,1.0,0.0
586,0,1000,241,586,0.0,1.0,0.0
587,0,1000,241,587,0.0,1.0,0.0
588,0,1000,241,588,0.0,1.0,0.0
589,0,1000,241,589,0.0,1.0,0.0
590,0,1000,241,590,0.0,1.0,0.0
